"lw_meth";"lw_unit";"am_par";"am_unit";"lw2am_fac"
"BP3";"ng/L";"benzophenone-3";"ng/L";1
"BP3";"ng/L";"benzophenone-3";"ng/L";1
"Br";"µg/l";"Br";"µg/l";1
"Br/HR-ICPM";"µg/l";"Br";"µg/l";1
"Brom";"UG_P_L";"Br";"µg/l";1
"Brom";"UG_P_L";"Br";"µg/l";1
"Bromid";"UG_P_L";"Br";"µg/l";1
"Bromid";"UG_P_L";"Br";"µg/l";1
"Bromid";"UG_P_L";"Br";"µg/l";1
"brPFOS";"ng/l";"br-PFOS";"ng/L";1
"CA";"mg/l";"Ca";"mg/L";1
"CA";"mg/l";"Ca";"mg/L";1
"CA";"mg/l";"Ca";"mg/L";1
"CA";"mg Ca/l";"Ca";"mg/L";1
"CA";"mg/l";"Ca";"mg/L";1
"CA";"mg/l";"Ca";"mg/L";1
"CA";"mg/l";"Ca";"mg/L";1
"CA";"mg/l";"Ca";"mg/L";1
"CA";"mg/l";"Ca";"mg/L";1
"CA";"mg/l";"Ca";"mg/L";1
"CA";"mg/l";"Ca";"mg/L";1
"CA";"mg/l";"Ca";"mg/L";1
"CA";"mg/l";"Ca";"mg/L";1
"Ca";"MG_P_L";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg//L";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/L";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca";"mg/l";"Ca";"mg/L";1
"Ca filtrert";"mg/l";"Ca-filt";"mg/l";1
"Ca (Kalsium)";"mg/l";"Ca";"mg/L";1
"Ca oppsluttet";"mg/l";"Ca";"mg/L";1
"Cadmium";"µg/l";"Cd";"µg/l";1
"Cadmium";"µg/l";"Cadmium";"µg/l";1
"Cadmium (filtered)";"µg/l";"Cd-filt";"µg/l";1
"Ca-filt";"mg/l";"Ca-filt";"mg/l";1
"Ca/HR-ICPM";"µg/l";"Ca";"mg/L";0,001
"Ca/ICP";"mg/l";"Ca";"mg/L";1
"Calcium";"mg/l";"Calcium";"mg/l";1
"Calsium";"mg/l";"Ca";"mg/L";1
"Ca/MS";"µg/l";"Ca";"mg/L";0,001
"CB101-V";"ng/l";"PCB101";"ng/l";1
"CB118-V";"ng/l";"PCB118";"ng/l";1
"CB138-V";"ng/l";"PCB138";"ng/l";1
"CB153-V";"ng/l";"PCB153";"ng/l";1
"CB180-V";"ng/l";"PCB180";"ng/l";1
"CB28-V";"ng/l";"PCB28";"ng/l";1
"CB52-V";"ng/l";"PCB52";"ng/l";1
"CD";"µg/l";"Cd";"µg/l";1
"CD";"µg/l";"Cd";"µg/l";1
"CD";"µg/l";"Cd";"µg/l";1
"CD";"µg/l";"Cd";"µg/l";1
"CD";"µg/l";"Cd";"µg/l";1
"CD";"µg/l";"Cd";"µg/l";1
"CD";"µg/l";"Cd";"µg/l";1
"Cd";"µg/l";"Cd";"µg/l";1
"Cd";"ng/ml";"Cd";"µg/l";1
"Cd";"ug/L";"Cd";"µg/l";1
"Cd";"µg/l";"Cd";"µg/l";1
"Cd";"mg/l";"Cd";"µg/l";1000
"Cd";"mg/l";"Cd";"µg/l";1000
"Cd";"µg/L";"Cd";"µg/l";1
"Cd";"µg/L";"Cd";"µg/l";1
"Cd";"µg/L";"Cd";"µg/l";1
"Cd";"mg/l";"Cd";"µg/l";1000
"Cd";"µg/l";"Cd";"µg/l";1
"Cd";"µg/l";"Cd";"µg/l";1
"Cd";"µg/l";"Cd";"µg/l";1
"Cd";"µg/l";"Cd";"µg/l";1
"Cd";"µg/l";"Cd";"µg/l";1
"Cd";"mg/l";"Cd";"µg/l";1000
"Cd";"µg/l";"Cd";"µg/l";1
"Cd filtrert";"µg/l";"Cd-filt";"µg/l";1
"Cd-filt";"µg/l";"Cd-filt";"µg/l";1
"Cd/Fr-Sj";"µg/l";"Cd";"µg/l";1
"Cd/Fr-Sj";"µg/l";"Cd";"µg/l";1
"Cd/HR-ICPM";"µg/l";"Cd";"µg/l";1
"CD-ICP";"µg/l";"Cd";"µg/l";1
"Cd/ICP";"mg/l";"Cd";"µg/l";1000
"Cd/MS";"µg/l";"Cd";"µg/l";1
"Cd/MSFr-Sj";"µg/l";"Cd";"µg/l";1
"CDOManalogFinal";"µg/L";"CDOM analog";"µg/L";1
"Cd/SPE-Sj";"µg/l";"Cd";"µg/l";1
"cd_total";"mg/l";"Total Cd";"mg/l";1
"Ce/HR-ICPM";"µg/l";"Ce";"µg/l";1
"CE-ICP";"µg/l";"Ce";"µg/l";1
"Ce/MS";"µg/l";"Ce";"µg/l";1
"Cesium";"UG_P_L";"Ce";"µg/l";1
"Cesium";"UG_P_L";"Cs";"µg/l";1
"Chl";"µg/l";"KlfA";"µg/l";1
"Chl-a";"microgram per liter (ug/l)";"KlfA";"µg/l";1
"Chla";"µg/l";"KlfA";"µg/l";1
"ChlAS";"µg/L";"Fluorescence";"µg/L";1
"Chloride";"mg/l";"Klorid";"mg/l";1
"Chloride Cl-";"mg/L";"Klorid";"mg/l";1
"CHR";"ng/L";"Chrysen";"ng/l";1
"Chromium";"µg/l";"Chromium";"µg/l";1
"Chromium";"µg/l";"Cr";"µg/l";1
"Chromium (filtered)";"µg/l";"Cr-filt";"µg/l";1
"CHR-V";"ng/l";"Chrysen";"ng/l";1
"Chrysen";"ng/L";"Chrysen";"ng/l";1
"Chrysen";"NG_P_L";"Chrysen";"ng/l";1
"Chrysene";"ng/L";"Chrysen";"ng/l";1
"CL";"mg/l";"Cl";"mg/L";1
"CL";"mg/l";"Cl";"mg/L";1
"CL";"mg/l";"Cl";"mg/L";1
"CL";"mg/l";"Cl";"mg/L";1
"Cl";"mg/l";"Cl";"mg/L";1
"Cl";"mg/l";"Cl";"mg/L";1
"Cl";"mg/l";"Cl";"mg/L";1
"Cl";"mg/l";"Cl";"mg/L";1
"Cl";"MG_P_L";"Cl";"mg/L";1
"Cl";"mg/l";"Cl";"mg/L";1
"Cl";"mg/l";"Cl";"mg/L";1
"cl";"mg/l";"Cl";"mg/L";1
"CN";"mg/l";"CN";"mg/l";1
"cn_total";"mg/l";"Total CN";"mg/l";1
"Co";"mg/l";"Co";"µg/L";1000
"Co";"µg/l";"Co";"µg/l";1
"Co";"µg/l";"Co";"µg/L";1
"Cobolt";"µg/l";"Co";"µg/l";1
"COD";"mg/l";"COD";"mg/l";1
"COD";"mg/l";"COD";"mg/l";1
"COD/Cr";"mg O/l";"CODCr";"mg O/l";1
"CODCR";"mg O/l";"CODCr";"mg O/l";1
"COD/Mn";"mg O/l";"CODMn";"mg O/l";1
"CODMN";"mg O/l";"CODMn";"mg O/l";1
"CODMN";"mg O/l";"CODMn";"mg O/l";1
"CODMN";"mg O/l";"CODMn";"mg O/l";1
"CODMN";"mg O/l";"CODMn";"mg O/l";1
"codmn";"mg/l";"CODMn";"mg/l";1
"Co-filt";"µg/l";"Co-filt";"µg/l";1
"Co/HR-ICPM";"µg/l";"Co";"µg/l";1
"CO-ICP";"µg/l";"Co";"µg/l";1
"coliform";"Nbr";"Coliform";"Nbr";1
"colour";"mg/l";"Colour";"mg/l";1
"Co/MS";"µg/l";"Co";"µg/L";1
"Cond";"mS/cm";"Konduktivitet";"mS/m";0,01
"Cond";"µS/cm";"Konduktivitet";"mS/m";0,1
"Conductivity";"mS/m";"Konduktivitet";"mS/m";1
"Conductivity";"mS/m";"Conductivity";"mS/m";1
"Copper";"µg/l";"Cu";"µg/L";1
"Copper";"µg/l";"Copper";"µg/l";1
"Copper (filtered)";"µg/l";"Cu-filt";"µg/l";1
"CO2";"ppmv";"CO2";"ppm";1
"CR";"µg/l";"Cr";"µg/l";1
"CR";"µg/l";"Cr";"µg/l";1
"CR";"µg/l";"Cr";"µg/l";1
"CR";"µg/l";"Cr";"µg/l";1
"Cr";"mg/l";"Cr";"µg/l";1000
"Cr";"mg/l";"Cr";"µg/l";1000
"Cr";"µg/l";"Cr";"µg/l";1
"Cr";"ug/L";"Cr";"µg/l";1
"Cr";"ng/ml";"Cr";"µg/l";1
"Cr";"µg/l";"Cr";"µg/l";1
"Cr";"µg/L";"Cr";"µg/l";1
"Cr";"µg/L";"Cr";"µg/l";1
"Cr";"µg/l";"Cr";"µg/l";1
"Cr";"µg/l";"Cr";"µg/l";1
"Cr";"mg/l";"Cr";"µg/l";1000
"Cr";"µg/l";"Cr";"µg/l";1
"Cr";"µg/L";"Cr";"µg/l";1
"Cr filtrert";"µg/l";"Cr-filt";"µg/l";1
"Cr/HR-ICPM";"µg/l";"Cr";"µg/l";1
"CR-ICP";"µg/l";"Cr";"µg/l";1
"CR-ICP";"µg/l";"Cr";"µg/l";1
"Cr/ICP";"mg/l";"Cr";"µg/l";1000
"Cr/MS";"µg/l";"Cr";"µg/l";1
"CRT";"µg/l";"Cr";"µg/l";1
"Cr-T";"µg/l";"Cr";"µg/l";1
"Cr-T";"ug/l";"Cr";"µg/l";1
"Cr-TX";"µg/l";"Cr";"µg/l";1
"cr6";"mg/l";"Cr6+";"mg/l";1
"Cs/HR-ICPM";"µg/l";"Ce";"µg/l";1
"Cs/MS";"µg/l";"Ce";"µg/l";1
"CU";"µg/l";"Cu";"µg/L";1
"CU";"µg/l";"Cu";"mg/l";0,001
"CU";"µg/l";"Cu";"mg/l";0,001
"CU";"µg/l";"Cu";"mg/l";0,001
"CU";"µg/l";"Cu";"µg/L";1
"Cu";"mg/l";"Cu";"mg/l";1
"Cu";"µg/l";"Cu";"mg/l";0,001
"Cu";"ug/l";"Cu";"µg/L";1
"Cu";"mg/l";"Cu";"mg/l";1
"Cu";"ng/ml";"Cu";"µg/L";1
"Cu";"mg/l";"Cu";"mg/l";1
"Cu";"µg/L";"Cu";"µg/L";1
"Cu";"µg/l";"Cu";"µg/L";1
"Cu";"µg/L";"Cu";"µg/L";1
"Cu";"µg/L";"Cu";"µg/L";1
"Cu";"µg/l";"Cu";"mg/l";0,001
"Cu";"µg/l";"Cu";"mg/l";0,001
"Cu";"µg/l";"Cu";"µg/L";1
"Cu";"µg/l";"Cu";"mg/l";0,001
"Cu";"mg/l";"Cu";"mg/l";1
"Cu";"mg/l";"Cu";"mg/l";1
"Cu";"µg/l";"Cu";"mg/l";0,001
"Cu";"µg/l";"Cu";"mg/l";0,001
"Cu";"µg/l";"Cu";"mg/l";0,001
"Cu";"µg/l";"Cu";"mg/l";0,001
"Cu filtrert";"µg/l";"Cu-filt";"µg/l";1
"Cu oppsluttet";"µg/l";"Cu";"µg/L";1
"Cu-filt";"mg/l";"Cu-filt";"µg/l";1000
"Cu-filt";"µg/l";"Cu-filt";"µg/l";1
"Cu-filt";"µg/l";"Cu-filt";"µg/l";1
"Cu/Fr-Sj";"µg/l";"Cu";"mg/l";0,001
"Cu/Fr-Sj";"µg/l";"Cu";"mg/l";0,001
"Cu/Fr-Sj";"µg/l";"Cu";"mg/l";0,001
"Cu/HR-ICPM";"µg/l";"Cu";"mg/l";0,001
"CU-ICP";"µg/l";"Cu";"mg/l";0,001
"CU-ICP";"µg/l";"Cu";"mg/l";0,001
"Cu/ICP";"mg/l";"Cu";"mg/l";1
"Cu/ICP-Sj";"mg/l";"Cu";"mg/l";1
"Cu/MS";"µg/l";"Cu";"mg/l";0,001
"Cu/MSFr-Sj";"µg/l";"Cu";"mg/l";0,001
"Cu/SPE-Sj";"µg/l";"Cu";"mg/l";0,001
"Cybutryne";"ng/L";"Cybutryne";"ng/L";1
"Cybutryne (Irgarol)";"NG_P_L";"Cybutryne";"ng/L";1
">C10-C12";"UG_P_L";"THC >C10-C12";"µg/l";1
">C12-C16";"UG_P_L";"THC >C12-C16";"µg/l";1
">C16-C35";"UG_P_L";"THC >C16-C35";"µg/l";1
">C5-C8";"UG_P_L";"THC >C5-C8";"µg/l";1
">C8-C10";"UG_P_L";"THC >C8-C10";"µg/l";1
"DBA3A";"ng/L";"Dibenso(ah)antracen^";"µg/l";0,001
"DBDPE";"ng/L";"DBDPE";"ng/L";1
"DBPhP";"ng/L";"DBPHP";"ng/L";1
"DBPhP";"ng/L";"DBPHP";"ng/L";1
"DBTHI";"ng/L";"Dibensotiofen";"µg/l";0,001
"DBTHI-V";"ng/l";"Dibensotiofen";"µg/l";0,001
"DBT-V";"ng/l";"DBT";"ng/l";1
"DEHP";"ng/L";"DEHP";"ng/L";1
"DEHP";"NG_P_L";"DEHP";"ng/L";1
"DEHP-V";"µg/l";"Bis(2-ethylhexyl) ftalat";"ng/l";1
"DENS";"SigmaT";"DENS";"SigmaT";1
"DENS";"SigmaT";"DENS";"SigmaT";1
"Depth";"meter";"Vannstand";"m";1
"DEP-V";"µg/l";"Dietyl ftalat";"ng/l";1
"Dibenso(ah)antracen^";"µg/l";"Dibenso(ah)antracen^";"µg/l";1
"Dibenz(ac/ah)antracen";"ng/L";"Dibenz[ac/ah]antracen";"ng/l";1
"Dibenz[ac/ah]antracen";"NG_P_L";"Dibenz[ac/ah]antracen";"ng/l";1
"dibenzo(ah)anthracene";"ng/L";"Dibenso(ah)antracen^";"µg/l";0,001
"Dibenzo[a,h]antracen";"UG_P_L";"Dibenso(ah)antracen^";"µg/l";1
"Dibenzo[a,h]antracen";"UG_P_L";"Dibenso(ah)antracen^";"µg/l";1
"Dibenzo[a,h]antracen";"UG_P_L";"Dibenso(ah)antracen^";"µg/l";1
"Dibenzothiophene";"ng/L";"Dibensotiofen";"µg/l";0,001
"Dibutyltinn (DBT)";"NG_P_L";"DBT";"ng/l";1
"Dibutyltinn (DBT)";"NG_P_L";"DBT";"ng/l";1
"Difenyltinn (DPhT)";"NG_P_L";"DPhT";"ng/l";1
"Difenyltinn (DPhT)";"NG_P_L";"DPhT";"ng/l";1
"Dinoflagellater";"mm3/m3";"Dinoflagellater";"mm3/m3";1
"Dioktyltinn (DOT)";"NG_P_L";"DOT";"ng/L";1
"Dioktyltinn (DOT)";"NG_P_L";"DOT";"ng/L";1
"DMP-V";"µg/l";"Dimetyl ftalat";"ng/l";1
"DnBP-V";"ng/l";"Di-n-butyl ftalat";"ng/l";1
"DnOP-V";"µg/l";"Di-n-oktyl ftalat";"ng/l";1
"DO";"mg/l";"DO";"mg/l";1
"do";"mg/l";"DO";"mg/l";1
"DOC";"mg C/l";"DOC";"mg/L C";1
"DOC";"mg C/l";"DOC";"mg/L C";1
"DOC";"mg/l";"DOC";"mg/l";1
"DOC";"µg/l";"CDOM";"µg/L";1
"DOC";"mgC/L";"DOC";"mg/L C";1
"DO_mg";"mg/l";"O2";"mg/l";1
"DPhT-V";"ng/l";"DPhT";"ng/l";1
"Dy/HR-ICPM";"µg/l";"Dy";"µg/l";1
"DY-ICP";"µg/l";"Dy";"µg/l";1
"Dy/MS";"µg/l";"Dy";"µg/l";1
"Dyp";"m";"Vannstand";"m";1
"D4";"ng/L";"D4";"ng/L";1
"D5";"ng/L";"D5";"ng/L";1
"D6";"ng/L";"D6";"ng/L";1
"E. coli";"kde/100ml";"ECOLI";"ant/100ml";1
"E. coli";"MPN/100 ml";"ECOLI";"ant/100ml";1
"E. coli";"MPN/100 ml";"ECOLI";"ant/100ml";1
"E coli";"MPN/100ml";"ECOLI";"ant/100ml";1
"E-COLI";"kde/100 ml";"ECOLI";"ant/100ml";1
"ECOLI";"ant/100 ml";"ECOLI";"ant/100ml";1
"ECOLI";"ant/100ml";"ECOLI";"ant/100ml";1
"ECOLI";"ant/100 ml";"ECOLI";"ant/100ml";1
"Eh";"mV";"Eh";"mV";1
"EHDP";"ng/L";"EHDP";"ng/L";1
"EHMC";"ng/L";"ethylhexylmethoxycinnamate";"ng/L";1
"EHMC";"ng/L";"ethylhexylmethoxycinnamate";"ng/L";1
"EHMC-E";"NG_P_L";"EHMC-E";"ng/L";1
"EHMC-Z";"NG_P_L";"EHMC-Z";"ng/L";1
"E-KOLI";"ant/100ml";"ECOLI";"ant/100ml";1
"E-KOLI";"ant/100ml";"ECOLI";"ant/100ml";1
"E-KOLI";"ant/100ml";"ECOLI";"ant/100ml";1
"E-KOLI";"ant/100ml";"ECOLI";"ant/100ml";1
"EKOLI";"ant/100ml";"ECOLI";"ant/100ml";1
"EKOLI";"ant/100ml";"ECOLI";"ant/100ml";1
"EKOLI";"ant/100ml";"ECOLI";"ant/100ml";1
"EPI";"10E6/ml";"EPI";"10E6/ml";1
"Er/HR-ICPM";"µg/l";"Er";"µg/l";1
"Er/MS";"µg/l";"Er";"µg/l";1
"etFBSA";"ng/l";"et-FBSA";"ng/L";1
"etFHpSA";"ng/l";"et-FHpSA";"ng/L";1
"etFHxSA";"ng/l";"et-FHxSA";"ng/L";1
"etFOSA";"ng/L";"etFOSA";"ng/L";1
"et-FOSAA";"ng/l";"et-FOSAA";"ng/L";1
"et-FOSAA";"ng/L";"etFOSAA";"ng/L";1
"etFOSE";"ng/L";"etFOSE";"ng/L";1
"etFPeSA";"ng/l";"et-FPeSA";"ng/L";1
"et-PFOSA";"ng/l";"et-PFOSA";"ng/L";1
"et-PFOSE";"ng/l";"et-PFOSE";"ng/L";1
"Etylheksylmetoksycinnamat";"NG_P_L";"EHMC";"ng/L";1
"Euglenoider";"mm3/m3";"Euglenoider";"mm3/m3";1
"Eu/HR-ICPM";"µg/l";"Eu";"µg/l";1
"EU-ICP";"µg/l";"Eu";"µg/l";1
"Eu/MS";"µg/l";"Eu";"µg/l";1
"F";"mg/l";"F";"mg/l";1
"F";"µg/l";"F";"mg/l";0,001
"F";"MG_P_L";"F";"mg/l";1
"F";"µg/l";"F";"mg/l";0,001
"Faecal coliform";"MPN/100ml";"Faecal coliform";"MPN/100ml";1
"FARG";"mg Pt/l";"Farge";"mg Pt/l";1
"FARG";"mg Pt/l";"Farge";"mg Pt/l";1
"FARG";"mg Pt/l";"Farge";"mg Pt/l";1
"FARG";"mg Pt/l";"Farge";"mg Pt/l";1
"FARGE";"MG_P_L_PT";"Farge";"mg Pt/l";1
"FARGE";"mg Pt/l";"Farge";"mg Pt/l";1
"FARGE";"mg Pt/l";"Farge";"mg Pt/l";1
"FARGE";"MG_P_L_PT";"Farge";"mg Pt/l";1
"FARGE";"mg Pt/l";"Farge";"mg Pt/l";1
"FARGE";"mg/L Pt";"Farge";"mg Pt/l";1
"FARGE";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg/L Pt";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg/L";"Farge";"mg/L";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge";"mg Pt/l";"Farge";"mg Pt/l";1
"Farge (410 nm)";"mg Pt/l";"Farge";"mg Pt/l";1
"FARGEF";"mg Pt/l";"Farge_F";"mg Pt/l";1
"FARGEF";"mg Pt/l";"Farge_F";"mg Pt/l";1
"FARGEF";"mg/l PT";"Farge_F";"mg Pt/l";1
"FARGEF";"mg Pt/l";"Farge_F";"mg Pt/l";1
"FARGEF";"mg/l PT";"Farge_F";"mg Pt/l";1
"FARGEF";"mg Pt/l";"Farge_F";"mg Pt/l";1
"FARGE_Manuell";"MG_P_L_PT";"Farge";"mg Pt/l";1
"Fargetall";"mg Pt/l";"Farge";"mg Pt/l";1
"Fargetall";"MG_P_L_PT";"Farge";"mg Pt/l";1
"Fargetall";"mg Pt/l";"Farge";"mg Pt/l";1
"Fargetall";"mg Pt/l";"Farge";"mg Pt/l";1
"Fargetall";"mg Pt/l";"Farge";"mg Pt/l";1
"Fargetall";"MG_P_ML_PT";"Farge";"mg Pt/l";1
"Fargetall";"MG_P_L_PT";"Farge";"mg Pt/l";1
"Fargetall";"MG_P_ML_PT";"Farge";"mg Pt/l";1
"Fargetall";"mg Pt/l";"Farge";"mg Pt/l";1
"FARGEU";"mg Pt/l";"Farge_U";"mg Pt/l";1
"FARGEU";"mg Pt/l";"Farge_U";"mg Pt/l";1
"FARGEU";"mg Pt/l";"Farge_U";"mg Pt/l";1
"FARGEU";"mg Pt/l";"Farge_U";"mg Pt/l";1
"FARG_MT";"mg Pt/l";"Farge";"mg Pt/l";1
"FARG-U";"mg Pt/l";"Farge";"mg Pt/l";1
"FE";"µg/l";"Fe";"µg/l";1
"FE";"µg/l";"Fe";"µg/l";1
"FE";"µg/l Fe";"Fe";"µg/l";1
"FE";"µg/l";"Fe";"µg/l";1
"FE";"µg/l";"Fe";"µg/l";1
"FE";"µg/l";"Fe";"µg/l";1
"FE";"ug/l";"Fe";"µg/l";1
"FE";"µg/l";"Fe";"µg/l";1
"Fe";"ng/ml";"Fe";"µg/l";1
"Fe";"µg/L";"Fe";"µg/l";1
"Fe";"µg/L";"Fe";"µg/l";1
"Fe";"µg/L";"Fe";"mg/l";0,001
"Fe";"µg/l";"Fe";"µg/l";1
"Fe";"µg/l";"Fe";"µg/l";1
"Fe";"µg/l";"Fe";"µg/l";1
"Fe";"µg Fe/l";"Fe";"µg/l";1
"Fe";"µg/l";"Fe";"µg/l";1
"Fe";"mg/l";"Fe";"mg/l";1
"Fe";"mg/l";"Fe";"mg/l";1
"Fe";"mg/l";"Fe";"mg/l";1
"Fe";"mg/l";"Fe";"mg/l";1
"Fe";"mg/l";"Fe";"mg/l";1
"Fe";"µg/l";"Fe";"µg/l";1
"Fe";"µg/l";"Fe";"µg/l";1
"Fe";"µg/l";"Fe";"µg/l";1
"Fe filtrert";"µg/l";"Fe-filt";"µg/l";1
"Fe oppsluttet";"µg/l";"Fe";"µg/l";1
"FEF";"?g/l";"Fe-filt";"µg/l";1
"FEF";"µg/l Fe";"Fe-filt";"µg/l";1
"Fe-filt";"mg/l";"Fe-filt";"mg/l";1
"Fe-filt";"µg/l";"Fe-filt";"µg/l";1
"Fe-filt";"µg/l";"Fe-filt";"µg/l";1
"Fe/HR-ICPM";"µg/l";"Fe";"µg/l";1
"FE-ICP";"µg/l";"Fe";"µg/l";1
"Fe/ICP";"mg/l";"Fe";"µg/l";1000
"Fe(II)";"mg/l";"Fe";"µg/l";1000
"FEKKOLI";"n/100ml";"FEKKOLI";"n/100ml";1
"FEKSTR";"n/100ml";"FEKSTR";"n/100ml";1
"Fe/MS";"µg/l";"Fe";"µg/l";1
"Fenantren";"ng/l";"Fenantren";"ng/L";1
"Fenantren";"UG_P_L";"Fenantren";"ng/L";1000
"Fenantren";"UG_P_L";"Fenantren";"ng/L";1000
"Fenantren";"ng/L";"Fenantren";"ng/L";1
"Fenantren";"µg/l";"Fenantren";"ng/L";1000
"Fenantren";"UG_P_L";"Fenantren";"ng/L";1000
"Fenantren";"NG_P_L";"Fenantren";"ng/L";1
"FEP";"µg/l";"Fe_P";"µg/l";1
"Fe-2";"mg/l";"Fe-2";"mg/l";1
"FLE";"ng/L";"Fluoren";"ng/L";1
"FLU";"ng/L";"Fluoranten";"ng/L";1
"Fluor";"µg/l";"F";"mg/l";0,001
"Fluoranten";"UG_P_L";"Fluoranten";"ng/L";1000
"Fluoranten";"UG_P_L";"Fluoranten";"ng/L";1000
"Fluoranten";"µg/l";"Fluoranten";"ng/L";1000
"Fluoranten";"UG_P_L";"Fluoranten";"ng/L";1000
"Fluoranten";"ng/l";"Fluoranten";"ng/L";1
"Fluoranten";"NG_P_L";"Fluoranten";"ng/L";1
"Fluoranten";"ng/L";"Fluoranten";"ng/L";1
"Fluoranthene";"ng/L";"Fluoranten";"ng/L";1
"Fluoren";"UG_P_L";"Fluoren";"ng/L";1000
"Fluoren";"UG_P_L";"Fluoren";"ng/L";1000
"Fluoren";"µg/l";"Fluoren";"ng/L";1000
"Fluoren";"ng/L";"Fluoren";"ng/L";1
"Fluoren";"NG_P_L";"Fluoren";"ng/L";1
"Fluoren";"UG_P_L";"Fluoren";"ng/L";1000
"Fluoren";"ng/l";"Fluoren";"ng/L";1
"Fluorene";"ng/L";"Fluoren";"ng/L";1
"Fluorescence";"µg/l";"Fluorescens";"µg/l";1
"Fluorescence";"µg/l";"Fluorescens";"µg/l";1
"Fluorescence";"";"Fluorescence";"";1
"Fluorescence";"";"Fluorescence";"";1
"Fluorescence";"";"Fluorescence";"";1
"Fluorescence";"µg/l";"Fluorescens";"µg/l";1
"Fluorescence";"µg/l";"Fluorescens";"µg/l";1
"Fluorescence";"";"Fluorescence";"";1
"Fluorescence";"";"Fluorescence";"";1
"Fluorescence";"µg/l";"Fluorescens";"µg/l";1
"Fluorescence - Kalibrerte sondedata";"µg/l";"Fluorescens";"µg/l";1
"Fluorescence - Kalibrerte sondedata";"µg/l";"Fluorescens";"µg/l";1
"Fluorescence - Ukalibrert fra sonde";"µg/l";"Fluorescence";"";1
"Fluorescens";"µg/L";"CDOM";"µg/L";1
"Fluorescens";"µg/l";"Fluorescens";"µg/l";1
"Fluorescens";"µg/L";"Fluorescens";"µg/l";1
"Fluorescens";"µg/l";"KlfA";"µg/l";1
"Fluorescens";"µg/l";"Fluorescens";"µg/l";1
"Fluorescense";"µg/L";"Fluorescens";"µg/l";1
"Fluorescense";"µg/L";"Fluorescens";"µg/l";1
"Fluorescense";"µg/L";"Fluorescens";"µg/l";1
"Fluorescense";"µg/L";"Fluorescens";"µg/l";1
"Fluorescense";"µg/L";"Fluorescens";"µg/l";1
"Fluorescens_Ferrybox";"µg/l";"KlfA";"µg/l";1
"Fluorescens_Ferrybox";"µg/l";"Fluorescens";"µg/l";1
"Fluorescent Dissolved Organic Matter (FDOM)";"ppb";"FDOM";"ppb";1
"Fluorid";"UG_P_L";"F";"mg/l";0,001
"Fluorid";"UG_P_L";"F";"mg/l";0,001
"Fluorid";"MG_P_L";"F";"mg/l";1
"Fluorid";"UG_P_L";"F";"mg/l";0,001
"Fluorid";"UG_P_L";"F";"mg/l";0,001
"fluorid";"mg/l";"F";"mg/l";1
"FLU-V";"ng/l";"Fluoranten";"ng/L";1
"Fosfat";"UG_P_P_L";"PO4-P";"µg/l";1
"Fosfat";"µg/L";"PO4-P";"µg/l";1
"Fosfat";"UG_P_L";"PO4-P";"µg/l";1
"Fosfat";"UG_P_P_L";"PO4-P";"µg/l";1
"Fosfat";"UG_P_L";"PO4-P";"µg/l";1
"Fosfat";"UG_P_L";"PO4-P";"µg/l";1
"Fosfat";"UG_P_P_L";"PO4-P";"µg/l";1
"Fosfat";"UG_P_L";"PO4-P";"µg/l";1
"Fosfat";"UG_P_L";"PO4-P";"µg/l";1
"Fosfat";"UG_P_L";"PO4-P";"µg/l";1
"Fosfat";"µg/l";"PO4-P";"µg/l";1
